AUTHENTICATION_BETA_REGION,Beta=0
UI/CREDITS/GROUP_936,Operations Center /// Operations Center=2384
UI/CREDITS/GROUP_937,Program Management Office /// Program Management Office=2385
UI/CREDITS/GROUP_938,Database Administration /// Database Administration=2386
UI/CREDITS/GROUP_939,Service Intelligence /// Service Intelligence=2387
UI/CREDITS/GROUP_940,Corporate Applications /// Corporate Applications=2388
UI/CREDITS/OPENING,《星海爭霸II》2017年=2389
UI/CREDITS/ROLE_12126,Art Manager /// Art Manager=2390
UI/CREDITS/ROLE_12127,Campaign Artists /// Campaign Artists=2391
UI/CREDITS/ROLE_12128,Story Artists /// Story Artists=2392
UI/CREDITS/ROLE_12129,Lead User Interface Artist /// Lead User Interface Artist=2393
UI/CREDITS/ROLE_12130,User Interface Artist /// User Interface Artist=2394
UI/CREDITS/ROLE_12132,Technical Artist /// Technical Artist=2395
UI/CREDITS/ROLE_12133,Lead Technical Artist /// Lead Technical Artist=2396
UI/CREDITS/ROLE_12134,Lead Artist /// Lead Artist=2397
UI/CREDITS/ROLE_12136,Additional Artists /// Additional Artists=2398
UI/CREDITS/ROLE_12141,Assistant Art Director /// Assistant Art Director=2399
UI/CREDITS/ROLE_12143,Story Directors /// Story Directors=2400
UI/CREDITS/ROLE_12145,Art Director /// Art Director=2401
UI/CREDITS/ROLE_12146,Game Director /// Game Director=2402
UI/CREDITS/ROLE_12147,Executive Producer /// Executive Producer=2403
UI/CREDITS/ROLE_12148,Production Director /// Production Director=2404
UI/CREDITS/ROLE_12167,Game Design Lead /// Game Design Lead=2405
UI/CREDITS/ROLE_12168,Graphics Engineers /// Graphics Engineers=2406
UI/CREDITS/ROLE_12169,Game Systems Engineers /// Game Systems Engineers=2407
UI/CREDITS/ROLE_12170,Lead Online Platform Engineer /// Lead Online Platform Engineer=2408
UI/CREDITS/ROLE_12171,Lead Mac Engineer /// Lead Mac Engineer=2409
UI/CREDITS/ROLE_12172,Lead Tools Engineer /// Lead Tools Engineer=2410
UI/CREDITS/ROLE_12173,Online Platform Engineers /// Online Platform Engineers=2411
UI/CREDITS/ROLE_12174,User Interface Engineers /// User Interface Engineers=2412
UI/CREDITS/ROLE_12175,Online Engineers /// Online Engineers=2413
UI/CREDITS/ROLE_12176,Tools Engineers /// Tools Engineers=2414
UI/CREDITS/ROLE_12177,Lead Automation Engineers /// Lead Automation Engineers=2415
UI/CREDITS/ROLE_12178,Mac Engineers /// Mac Engineers=2416
UI/CREDITS/ROLE_12180,Design Manager /// Design Manager=2417
UI/CREDITS/ROLE_12181,Lead Co-Op Designer /// Lead Co-Op Designer=2418
UI/CREDITS/ROLE_12182,Lead Multiplayer Designer /// Lead Multiplayer Designer=2419
UI/CREDITS/ROLE_12183,Automation Producers /// Automation Producers=2420
UI/CREDITS/ROLE_12184,Game Producers /// Game Producers=2421
UI/CREDITS/ROLE_12185,Human Resources Manager /// Human Resources Manager=2422
UI/CREDITS/ROLE_12186,Administration /// Administration=2423
UI/CREDITS/ROLE_12187,Sound Supervisor /// Sound Supervisor=2424
UI/CREDITS/ROLE_12188,Test Analyst /// Test Analyst=2425
UI/CREDITS/ROLE_12189,Video & Post Production, Production /// Video & Post Production, Production=2426
UI/CREDITS/ROLE_12190,Senior Vice President, Story & Franchise Development Operations /// Senior Vice President, Story & Franchise Development Operations=2427
UI/CREDITS/ROLE_12191,Additional Sound Design & Implementation /// Additional Sound Design & Implementation=2428
UI/CREDITS/ROLE_12192,Consumer Products Team /// Consumer Products Team=2429
UI/CREDITS/ROLE_12193,Director, Video & Post Production /// Director, Video & Post Production=2430
UI/CREDITS/ROLE_12194,Senior Director, Audio /// Senior Director, Audio=2431
UI/CREDITS/ROLE_12195,Vice President, Global Consumer Products /// Vice President, Global Consumer Products=2432
UI/CREDITS/ROLE_12196,Director of Production, Blizzard Animation & Creative Development /// Director of Production, Blizzard Animation & Creative Development=2433
UI/CREDITS/ROLE_12197,Blizzard Animation, Leadership /// Blizzard Animation, Leadership=2434
UI/CREDITS/ROLE_12198,Blizzard Animation, Artists /// Blizzard Animation, Artists=2435
UI/CREDITS/ROLE_12199,Blizzard Animation, Technology /// Blizzard Animation, Technology=2436
UI/CREDITS/ROLE_12200,Director of Operations, Story & Franchise Development /// Director of Operations, Story & Franchise Development=2437
UI/CREDITS/ROLE_12202,Creative Development, Artists /// Creative Development, Artists=2438
UI/CREDITS/ROLE_12203,Creative Development, Writers /// Creative Development, Writers=2439
UI/CREDITS/ROLE_12204,Creative Development, Production /// Creative Development, Production=2440
UI/CREDITS/ROLE_12205,Director, Operations and Product Planning /// Director, Operations and Product Planning=2441
UI/CREDITS/ROLE_12206,Consumer Products, Leadership /// Consumer Products, Leadership=2442
UI/CREDITS/ROLE_12207,Blizzard Animation, Production /// Blizzard Animation, Production=2443
UI/CREDITS/ROLE_12208,Blizzard Animation, VFX Supervisor /// Blizzard Animation, VFX Supervisor=2444
UI/CREDITS/ROLE_12209,Blizzard Animation, Director of Technology /// Blizzard Animation, Director of Technology=2445
UI/CREDITS/ROLE_12210,Blizzard Animation, Show Leadership /// Blizzard Animation, Show Leadership=2446
UI/CREDITS/ROLE_12211,Additional Artists, Technology, and Production /// Additional Artists, Technology, and Production=2447
UI/CREDITS/ROLE_12212,Video & Post Production, Filming & Capture /// Video & Post Production, Filming & Capture=2448
UI/CREDITS/ROLE_12213,Video & Post Production, Editorial /// Video & Post Production, Editorial=2449
UI/CREDITS/ROLE_12214,Story & Franchise Development Administrative Support /// Story & Franchise Development Administrative Support=2450
UI/CREDITS/ROLE_12215,Audio, Production /// Audio, Production=2451
UI/CREDITS/ROLE_12217,Audio, Music /// Audio, Music=2452
UI/CREDITS/ROLE_12218,Audio, Cinematics /// Audio, Cinematics=2453
UI/CREDITS/ROLE_12220,Operations Team, Story & Franchise Development /// Operations Team, Story & Franchise Development=2454
UI/CREDITS/ROLE_12221,Video & Post Production, Creative /// Video & Post Production, Creative=2455
UI/CREDITS/ROLE_12225,Creative Development, Lore /// Creative Development, Lore=2456
UI/CREDITS/ROLE_12226,Blizzard Animation, Show Leads /// Blizzard Animation, Show Leads=2457
UI/CREDITS/ROLE_12227,Creative Development, Editors /// Creative Development, Editors=2458
UI/CREDITS/ROLE_12228,Senior Vice President, Story & Franchise Development /// Senior Vice President, Story & Franchise Development=2459
UI/CREDITS/ROLE_12229,The Vault, Curation /// The Vault, Curation=2460
UI/CREDITS/ROLE_12230,The Vault, Digital Assets /// The Vault, Digital Assets=2461
UI/CREDITS/ROLE_12231,The Vault, Library and Archive /// The Vault, Library and Archive=2462
UI/CREDITS/ROLE_12232,Senior Vice President, Global Customer Service & Service Technologies /// Senior Vice President, Global Customer Service & Service Technologies=2463
UI/CREDITS/ROLE_12233,Senior Director, Customer Service Americas /// Senior Director, Customer Service Americas=2464
UI/CREDITS/ROLE_12234,Senior Manager Regional Planning and Support Services, Customer Service Americas /// Senior Manager Regional Planning and Support Services, Customer Service Americas=2465
UI/CREDITS/ROLE_12235,Senior Regional Director, Customer Service Europe /// Senior Regional Director, Customer Service Europe=2466
UI/CREDITS/ROLE_12236,Director of Service Delivery, Europe /// Director of Service Delivery, Europe=2467
UI/CREDITS/ROLE_12237,Regional Director, Customer Service Asia /// Regional Director, Customer Service Asia=2468
UI/CREDITS/ROLE_12238,Customer Service Americas /// Customer Service Americas=2469
UI/CREDITS/ROLE_12239,Customer Service Korea /// Customer Service Korea=2470
UI/CREDITS/ROLE_12240,Group Management, Customer Service Americas /// Group Management, Customer Service Americas=2471
UI/CREDITS/ROLE_12241,Customer Service Europe /// Customer Service Europe=2472
UI/CREDITS/ROLE_12242,Regional Planning and Support Services Management, Customer Service Americas /// Regional Planning and Support Services Management, Customer Service Americas=2473
UI/CREDITS/ROLE_12243,Regional Planning and Support Services Team, Customer Support Americas /// Regional Planning and Support Services Team, Customer Support Americas=2474
UI/CREDITS/ROLE_12244,Learning and Development Team, Customer Service Americas /// Learning and Development Team, Customer Service Americas=2475
UI/CREDITS/ROLE_12245,Group Management, Customer Service Europe /// Group Management, Customer Service Europe=2476
UI/CREDITS/ROLE_12246,Regional Planning and Support Services Management, Customer Service Europe /// Regional Planning and Support Services Management, Customer Service Europe=2477
UI/CREDITS/ROLE_12247,Regional Planning and Support Services Team, Customer Service Europe /// Regional Planning and Support Services Team, Customer Service Europe=2478
UI/CREDITS/ROLE_12248,Learning and Development Team, Customer Service Europe /// Learning and Development Team, Customer Service Europe=2479
UI/CREDITS/ROLE_12249,Group Management, Customer Service Korea /// Group Management, Customer Service Korea=2480
UI/CREDITS/ROLE_12250,Regional Planning and Support Services Manager, Customer Service Korea /// Regional Planning and Support Services Manager, Customer Service Korea=2481
UI/CREDITS/ROLE_12251,Regional Planning and Support Services Team, Customer Service Korea /// Regional Planning and Support Services Team, Customer Service Korea=2482
UI/CREDITS/ROLE_12252,Learning and Development Team, Customer Service Korea /// Learning and Development Team, Customer Service Korea=2483
UI/CREDITS/ROLE_12253,Customer Service Manager, Customer Support Taiwan /// Customer Service Manager, Customer Support Taiwan=2484
UI/CREDITS/ROLE_12254,Support Information Team, Customer Service Taiwan /// Support Information Team, Customer Service Taiwan=2485
UI/CREDITS/ROLE_12255,Customer Service Manager, Customer Service China /// Customer Service Manager, Customer Service China=2486
UI/CREDITS/ROLE_12256,Customer Service Operations Team, Customer Service China /// Customer Service Operations Team, Customer Service China=2487
UI/CREDITS/ROLE_12257,Director, Global Customer Service Operations /// Director, Global Customer Service Operations=2488
UI/CREDITS/ROLE_12258,Global Customer Service Operations Management /// Global Customer Service Operations Management=2489
UI/CREDITS/ROLE_12259,Global Customer Service Operations Team /// Global Customer Service Operations Team=2490
UI/CREDITS/ROLE_12260,Director, Service Technologies /// Director, Service Technologies=2491
UI/CREDITS/ROLE_12261,Service Technologies Team /// Service Technologies Team=2492
UI/CREDITS/ROLE_12262,Service Technologies Leadership /// Service Technologies Leadership=2493
UI/CREDITS/ROLE_12263, Service Technologies Management ///  Service Technologies Management=2494
UI/CREDITS/ROLE_12264, Customer Service & Service Technologies Administrative Support ///  Customer Service & Service Technologies Administrative Support=2495
UI/CREDITS/ROLE_12265,Finance, Accounting, & Administration Team /// Finance, Accounting, & Administration Team=2496
UI/CREDITS/ROLE_12266,Vice President, Global Finance /// Vice President, Global Finance=2497
UI/CREDITS/ROLE_12267,Finance Directors /// Finance Directors=2498
UI/CREDITS/ROLE_12269,Internal Communications Team /// Internal Communications Team=2499
UI/CREDITS/ROLE_12270,Vice President, Global Human Resources /// Vice President, Global Human Resources=2500
UI/CREDITS/ROLE_12271,Human Resources Team /// Human Resources Team=2501
UI/CREDITS/ROLE_12272,Vice President, Human Resources /// Vice President, Human Resources=2502
UI/CREDITS/ROLE_12273,Senior Human Resources Director, Product Development /// Senior Human Resources Director, Product Development=2503
UI/CREDITS/ROLE_12274,Senior Director, Talent & Organizational Development /// Senior Director, Talent & Organizational Development=2504
UI/CREDITS/ROLE_12276,Human Resources Directors /// Human Resources Directors=2505
UI/CREDITS/ROLE_12277,Global Rewards Team /// Global Rewards Team=2506
UI/CREDITS/ROLE_12278,Talent Acquisition Team /// Talent Acquisition Team=2507
UI/CREDITS/ROLE_12279,Talent & Organizational Development Team /// Talent & Organizational Development Team=2508
UI/CREDITS/ROLE_12280,Director, Global Internal Communications /// Director, Global Internal Communications=2509
UI/CREDITS/ROLE_12282,Legal Team /// Legal Team=2510
UI/CREDITS/ROLE_12283,Vice President & General Counsel /// Vice President & General Counsel=2511
UI/CREDITS/ROLE_12284,Game Product Lead /// Game Product Lead=2512
UI/CREDITS/ROLE_12285,Vice President, Global Quality Assurance & Localization  /// Vice President, Global Quality Assurance & Localization=2513
UI/CREDITS/ROLE_12286,Director, Operations /// Director, Operations=2514
UI/CREDITS/ROLE_12287,Business Manager /// Business Manager=2515
UI/CREDITS/ROLE_12288,Director, Global Localization /// Director, Global Localization=2516
UI/CREDITS/ROLE_12289,Localization Management /// Localization Management=2517
UI/CREDITS/ROLE_12290,Quality Assurance Management /// Quality Assurance Management=2518
UI/CREDITS/ROLE_12291,Compatibility Management /// Compatibility Management=2519
UI/CREDITS/ROLE_12292,Operations Team /// Operations Team=2520
UI/CREDITS/ROLE_12293,Senior Manager, Quality Assurance /// Senior Manager, Quality Assurance=2521
UI/CREDITS/ROLE_12294,Localization QA Team /// Localization QA Team=2522
UI/CREDITS/ROLE_12296,Quality Assurance Team /// Quality Assurance Team=2523
UI/CREDITS/ROLE_12297,Localization Department Management /// Localization Department Management=2524
UI/CREDITS/ROLE_12298,Localization and QA Director, Europe /// Localization and QA Director, Europe=2525
UI/CREDITS/ROLE_12299,QA and Localization Administrative Support /// QA and Localization Administrative Support=2526
UI/CREDITS/ROLE_12300,Localization Project Management /// Localization Project Management=2527
UI/CREDITS/ROLE_12301,Localization Team /// Localization Team=2528
UI/CREDITS/ROLE_12302,Director, Quality Assurance /// Director, Quality Assurance=2529
UI/CREDITS/ROLE_12308,Vice President, Global Business Development & Corporate Alliances /// Vice President, Global Business Development & Corporate Alliances=2530
UI/CREDITS/ROLE_12309,Business Development & Corporate Alliances Director /// Business Development & Corporate Alliances Director=2531
UI/CREDITS/ROLE_12310,Business Development & Corporate Alliances Management /// Business Development & Corporate Alliances Management=2532
UI/CREDITS/ROLE_12311,Business Development & Corporate Alliances Team /// Business Development & Corporate Alliances Team=2533
UI/CREDITS/ROLE_12313,International Operations, Game Project Management  /// International Operations, Game Project Management=2534
UI/CREDITS/ROLE_12314,Managing Director, Latin America /// Managing Director, Latin America=2535
UI/CREDITS/ROLE_12315,Managing Director, Australia and New Zealand /// Managing Director, Australia and New Zealand=2536
UI/CREDITS/ROLE_12316,Director of Operations, South East Asia /// Director of Operations, South East Asia=2537
UI/CREDITS/ROLE_12317,Managing Director, Taiwan /// Managing Director, Taiwan=2538
UI/CREDITS/ROLE_12319,Vice President & Managing Director, China /// Vice President & Managing Director, China=2539
UI/CREDITS/ROLE_12320,Director of Operations, Korea /// Director of Operations, Korea=2540
UI/CREDITS/ROLE_12321,Vice President & Managing Director, Asia /// Vice President & Managing Director, Asia=2541
UI/CREDITS/ROLE_12322,Vice President & Managing Director, Europe /// Vice President & Managing Director, Europe=2542
UI/CREDITS/ROLE_12323,Senior Director of Business Operations, Europe /// Senior Director of Business Operations, Europe=2543
UI/CREDITS/ROLE_12324,Regional Operations Management /// Regional Operations Management=2544
UI/CREDITS/ROLE_12326,International Publishing & Operations Management Administrative Support /// International Publishing & Operations Management Administrative Support=2545
UI/CREDITS/ROLE_12327,Business Strategy & Planning Director, Asia /// Business Strategy & Planning Director, Asia=2546
UI/CREDITS/ROLE_12328,International Operations, Game Product Management /// International Operations, Game Product Management=2547
UI/CREDITS/ROLE_12329,President & Chief Executive Officer /// President & Chief Executive Officer=2548
UI/CREDITS/ROLE_12330,Executive Support /// Executive Support=2549
UI/CREDITS/ROLE_12331,Chief Development Officer /// Chief Development Officer=2550
UI/CREDITS/ROLE_12332,Chief Technology Officer /// Chief Technology Officer=2551
UI/CREDITS/ROLE_12333,Executive Vice President of Corporate Operations /// Executive Vice President of Corporate Operations=2552
UI/CREDITS/ROLE_12334,Chief Financial Officer /// Chief Financial Officer=2553
UI/CREDITS/ROLE_12336,Executive Vice President of International & Customer Service  /// Executive Vice President of International & Customer Service=2554
UI/CREDITS/ROLE_12337,Chief of Staff /// Chief of Staff=2555
UI/CREDITS/ROLE_12339,Executive Leadership /// Executive Leadership=2556
UI/CREDITS/ROLE_12340,Public Relations Management /// Public Relations Management=2557
UI/CREDITS/ROLE_12341,Public Relations Team /// Public Relations Team=2558
UI/CREDITS/ROLE_12342,Community Management /// Community Management=2559
UI/CREDITS/ROLE_12343,Community Team /// Community Team=2560
UI/CREDITS/ROLE_12344,Marketing Management /// Marketing Management=2561
UI/CREDITS/ROLE_12345,Marketing Team /// Marketing Team=2562
UI/CREDITS/ROLE_12346,Public Relations Directors /// Public Relations Directors=2563
UI/CREDITS/ROLE_12347,Creative Directors /// Creative Directors=2564
UI/CREDITS/ROLE_12348,Marketing Directors /// Marketing Directors=2565
UI/CREDITS/ROLE_12349,Community Directors /// Community Directors=2566
UI/CREDITS/ROLE_12351,Global Esports Team /// Global Esports Team=2567
UI/CREDITS/ROLE_12352,Senior Manager /// Senior Manager=2568
UI/CREDITS/ROLE_12353,Collegiate and Amateur Esports Managers /// Collegiate and Amateur Esports Managers=2569
UI/CREDITS/ROLE_12354,Collegiate and Amateur Esports Team /// Collegiate and Amateur Esports Team=2570
UI/CREDITS/ROLE_12355,Esports Administrative Support /// Esports Administrative Support=2571
UI/CREDITS/ROLE_12356,Additional Team Members /// Additional Team Members=2572
UI/CREDITS/ROLE_12357,Senior Director /// Senior Director=2573
UI/CREDITS/ROLE_12358,Web & Mobile Team Leadership  /// Web & Mobile Team Leadership=2574
UI/CREDITS/ROLE_12359,Director of Web & Mobile /// Director of Web & Mobile=2575
UI/CREDITS/ROLE_12361,Web & Mobile, Design /// Web & Mobile, Design=2576
UI/CREDITS/ROLE_12362,Web & Mobile, Program Management /// Web & Mobile, Program Management=2577
UI/CREDITS/ROLE_12363,Web & Mobile, Editorial /// Web & Mobile, Editorial=2578
UI/CREDITS/ROLE_12364,Web & Mobile, Engineering /// Web & Mobile, Engineering=2579
UI/CREDITS/ROLE_12365,Web & Mobile Group Managers /// Web & Mobile Group Managers=2580
UI/CREDITS/ROLE_12366,Web & Mobile Administrative Support /// Web & Mobile Administrative Support=2581
UI/CREDITS/ROLE_12367,Interns & Contractors /// Interns & Contractors=2582
UI/CREDITS/ROLE_12368,Senior Director, Business Intelligence & Risk /// Senior Director, Business Intelligence & Risk=2583
UI/CREDITS/ROLE_12369,Business Intelligence & Risk Management /// Business Intelligence & Risk Management=2584
UI/CREDITS/ROLE_12370,BI & Risk Systems /// BI & Risk Systems=2585
UI/CREDITS/ROLE_12371,Project Management /// Project Management=2586
UI/CREDITS/ROLE_12372,Data Engineering /// Data Engineering=2587
UI/CREDITS/ROLE_12373,Data Science /// Data Science=2588
UI/CREDITS/ROLE_12374,Business and Gameplay Insights /// Business and Gameplay Insights=2589
UI/CREDITS/ROLE_12375,Risk Operations /// Risk Operations=2590
UI/CREDITS/ROLE_12376,Report Development /// Report Development=2591
UI/CREDITS/ROLE_12378,Senior Director, Global Purchasing & Facility Management /// Senior Director, Global Purchasing & Facility Management=2592
UI/CREDITS/ROLE_12379,Facilities & Purchasing Team /// Facilities & Purchasing Team=2593
UI/CREDITS/ROLE_12380,Facilities & Purchasing Management /// Facilities & Purchasing Management=2594
UI/CREDITS/ROLE_12381,Vice President of Technology, Strategy, & Planning /// Vice President of Technology, Strategy, & Planning=2595
UI/CREDITS/ROLE_12382,Engineering /// Engineering=2596
UI/CREDITS/ROLE_12383,Production /// Production=2597
UI/CREDITS/ROLE_12384,Art /// Art=2598
UI/CREDITS/ROLE_12385,Director, Engineering /// Director, Engineering=2599
UI/CREDITS/ROLE_12386,Director, Program Management /// Director, Program Management=2600
UI/CREDITS/ROLE_12387,Group Leadership /// Group Leadership=2601
UI/CREDITS/ROLE_12388,Team Leadership /// Team Leadership=2602
UI/CREDITS/ROLE_12389,Battle.net Engineering /// Battle.net Engineering=2603
UI/CREDITS/ROLE_12390,Battle.net User Experience /// Battle.net User Experience=2604
UI/CREDITS/ROLE_12391,Battle.net Administrative Support /// Battle.net Administrative Support=2605
UI/CREDITS/ROLE_12392,Battle.net Knowledge Management /// Battle.net Knowledge Management=2606
UI/CREDITS/ROLE_12393,Battle.net Program Management /// Battle.net Program Management=2607
UI/CREDITS/ROLE_12394,Additional Team Members /// Additional Team Members=2608
UI/CREDITS/ROLE_12395,Senior Vice President, Global Technology Operations /// Senior Vice President, Global Technology Operations=2609
UI/CREDITS/ROLE_12396,Information Technology Department Management /// Information Technology Department Management=2610
UI/CREDITS/ROLE_12397,IT Administrative Support /// IT Administrative Support=2611
UI/CREDITS/ROLE_12398,Corporate Applications Management /// Corporate Applications Management=2612
UI/CREDITS/ROLE_12399,Corporate Applications Analysts /// Corporate Applications Analysts=2613
UI/CREDITS/ROLE_12400,Corporate Applications Engineering /// Corporate Applications Engineering=2614
UI/CREDITS/ROLE_12401,Corporate Applications Product Design /// Corporate Applications Product Design=2615
UI/CREDITS/ROLE_12402,Corporate Applications Program Management /// Corporate Applications Program Management=2616
UI/CREDITS/ROLE_12404,Database Administration /// Database Administration=2617
UI/CREDITS/ROLE_12405,Director, Information Systems /// Director, Information Systems=2618
UI/CREDITS/ROLE_12406,Information Systems Management /// Information Systems Management=2619
UI/CREDITS/ROLE_12407,Information Systems Administration /// Information Systems Administration=2620
UI/CREDITS/ROLE_12408,Information Systems Engineering /// Information Systems Engineering=2621
UI/CREDITS/ROLE_12409,Information Systems Technicians /// Information Systems Technicians=2622
UI/CREDITS/ROLE_12410,Director, Infrastructure Engineering /// Director, Infrastructure Engineering=2623
UI/CREDITS/ROLE_12411,Infrastructure Engineering Management  /// Infrastructure Engineering Management=2624
UI/CREDITS/ROLE_12412,Data Center Management  /// Data Center Management=2625
UI/CREDITS/ROLE_12413,Infrastructure Administration /// Infrastructure Administration=2626
UI/CREDITS/ROLE_12414,Infrastructure Engineering /// Infrastructure Engineering=2627
UI/CREDITS/ROLE_12415,Senior Manager, Operations Center /// Senior Manager, Operations Center=2628
UI/CREDITS/ROLE_12416,Operations Center Management /// Operations Center Management=2629
UI/CREDITS/ROLE_12417,Process Engineering /// Process Engineering=2630
UI/CREDITS/ROLE_12418,Operations Center /// Operations Center=2631
UI/CREDITS/ROLE_12419,Operations Engineering /// Operations Engineering=2632
UI/CREDITS/ROLE_12420,Director, Program Management /// Director, Program Management=2633
UI/CREDITS/ROLE_12421,Program Management /// Program Management=2634
UI/CREDITS/ROLE_12422,Director, Service Engineering /// Director, Service Engineering=2635
UI/CREDITS/ROLE_12423,Service Engineering /// Service Engineering=2636
UI/CREDITS/ROLE_12424,Director, Service Intelligence /// Director, Service Intelligence=2637
UI/CREDITS/ROLE_12425,Service Management /// Service Management=2638
UI/CREDITS/ROLE_12426,Project Analyst /// Project Analyst=2639
UI/CREDITS/ROLE_12427,Senior Manager, Strategy & Planning /// Senior Manager, Strategy & Planning=2640
UI/CREDITS/ROLE_12428,Strategy & Planning Analyst /// Strategy & Planning Analyst=2641
UI/CREDITS/ROLE_12429,Technical Writing /// Technical Writing=2642
UI/CREDITS/ROLE_12431,Program Management Leads /// Program Management Leads=2643
UI/CREDITS/ROLE_12432,Security Management /// Security Management=2644
UI/CREDITS/ROLE_12433,Security Engineering /// Security Engineering=2645
UI/CREDITS/ROLE_12434,Security Operations /// Security Operations=2646
UI/CREDITS/ROLE_12435,Director, Global Security Operations /// Director, Global Security Operations=2647
UI/CREDITS/ROLE_12436,Vice President, Global Security /// Vice President, Global Security=2648
UI/CREDITS/ROLE_12439,Technical Director /// Technical Director=2649
UI/CREDITS/ROLE_12440,Business Operations /// Business Operations=2650
UI/CREDITS/ROLE_12443,Game Designers /// Game Designers=2651
UI/CREDITS/ROLE_12444,Technical Designers /// Technical Designers=2652
UI/CREDITS/ROLE_12445,Lead User Interface Designer /// Lead User Interface Designer=2653
UI/CREDITS/ROLE_12447,Lead Writer /// Lead Writer=2654
UI/CREDITS/ROLE_12448,Writers /// Writers=2655
UI/CREDITS/ROLE_12449,Additional Designers /// Additional Designers=2656
UI/CREDITS/ROLE_12451,Engineering Manager /// Engineering Manager=2657
UI/CREDITS/ROLE_12452,Lead Graphics Engineer /// Lead Graphics Engineer=2658
UI/CREDITS/ROLE_12453,Lead Game Systems Engineer /// Lead Game Systems Engineer=2659
UI/CREDITS/ROLE_12454,Automation Engineers /// Automation Engineers=2660
UI/CREDITS/ROLE_12456,Additional Engineers /// Additional Engineers=2661
UI/CREDITS/ROLE_12457,Localization Producers /// Localization Producers=2662
UI/CREDITS/ROLE_12458,Mac Producer /// Mac Producer=2663
UI/CREDITS/ROLE_12460,Voice Over Producer /// Voice Over Producer=2664
UI/CREDITS/ROLE_12461,Additional Production /// Additional Production=2665
UI/CREDITS/ROLE_12462,Sound Designers /// Sound Designers=2666
UI/CREDITS/ROLE_12463,Lead Composer /// Lead Composer=2667
UI/CREDITS/ROLE_12464,Casting & Voice Director /// Casting & Voice Director=2668
UI/CREDITS/ROLE_12465,Additional Sound Design /// Additional Sound Design=2669
UI/CREDITS/ROLE_12466,Sound Supervisor, Cinematics /// Sound Supervisor, Cinematics=2670
UI/CREDITS/ROLE_12467,Cinematic Sound Producer /// Cinematic Sound Producer=2671
UI/CREDITS/ROLE_12468,Community Team Manager /// Community Team Manager=2672
UI/CREDITS/ROLE_12469,Community Team /// Community Team=2673
UI/CREDITS/ROLE_12470,Marketing Director /// Marketing Director=2674
UI/CREDITS/ROLE_12471,Public Relations Manager /// Public Relations Manager=2675
UI/CREDITS/ROLE_12474,Test Leads /// Test Leads=2676
UI/CREDITS/ROLE_12475,Test Manager /// Test Manager=2677
UI/CREDITS/ROLE_12476,Additional Development /// Additional Development=2678
UI/CREDITS/ROLE_12477,Lead User Interface Engineer /// Lead User Interface Engineer=2679
UI/CREDITS/ROLE_12478,Concept Artist /// Concept Artist=2680
UI/CREDITS/ROLE_12479,Editor Engineers /// Editor Engineers=2681
UI/CREDITS/ROLE_12480,Lead Technical Designer /// Lead Technical Designer=2682
UI/CREDITS/ROLE_12481,Voice Over Designer /// Voice Over Designer=2683
UI/CREDITS/ROLE_12482,Lead Editor Engineer /// Lead Editor Engineer=2684
UI/CREDITS/ROLE_12483,User Interface Designer /// User Interface Designer=2685
UI/CREDITS/ROLE_16366,Test Manager /// Test Manager=2686
UI/CREDITS/ROLE_16367,Test Leads /// Test Leads=2687
UI/CREDITS/ROLE_16368,Test Analysts /// Test Analysts=2688
UI/CREDITS/ROLE_16369,Video & Post Production, Production /// Video & Post Production, Production=2689
UI/CREDITS/ROLE_16370,Additional Sound Design & Implementation /// Additional Sound Design & Implementation=2690
UI/CREDITS/ROLE_16371,Consumer Products Team /// Consumer Products Team=2691
UI/CREDITS/ROLE_16372,Director, Video & Post Production /// Director, Video & Post Production=2692
UI/CREDITS/ROLE_16374,Vice President, Global Consumer Products /// Vice President, Global Consumer Products=2693
UI/CREDITS/ROLE_16376,Blizzard Animation, Leadership /// Blizzard Animation, Leadership=2694
UI/CREDITS/ROLE_16377,Blizzard Animation, Artists /// Blizzard Animation, Artists=2695
UI/CREDITS/ROLE_16378,Blizzard Animation, Technology /// Blizzard Animation, Technology=2696
UI/CREDITS/ROLE_16379,Director of Operations, Story & Franchise Development /// Director of Operations, Story & Franchise Development=2697
UI/CREDITS/ROLE_16380,Creative Development, Artists /// Creative Development, Artists=2698
UI/CREDITS/ROLE_16381,Creative Development, Writers /// Creative Development, Writers=2699
UI/CREDITS/ROLE_16382,Creative Development, Production /// Creative Development, Production=2700
UI/CREDITS/ROLE_16383,Consumer Products, Leadership /// Consumer Products, Leadership=2701
UI/CREDITS/ROLE_16384,Blizzard Animation, Production /// Blizzard Animation, Production=2702
UI/CREDITS/ROLE_16385,Director of Technology, Blizzard Animation /// Director of Technology, Blizzard Animation=2703
UI/CREDITS/ROLE_16388,Video & Post Production, Filming & Capture /// Video & Post Production, Filming & Capture=2704
UI/CREDITS/ROLE_16389,Video & Post Production, Editorial /// Video & Post Production, Editorial=2705
UI/CREDITS/ROLE_16390,Story & Franchise Development Administrative Support /// Story & Franchise Development Administrative Support=2706
UI/CREDITS/ROLE_16391,Audio, Production /// Audio, Production=2707
UI/CREDITS/ROLE_16392,Audio, Voice Over /// Audio, Voice Over=2708
UI/CREDITS/ROLE_16393,Audio, Music /// Audio, Music=2709
UI/CREDITS/ROLE_16394,Additional Team Members /// Additional Team Members=2710
