Actor/EditorSuffix/GuideVisualQuadSplat,=0
Validator/Name/CasterDifficultyLT3,Lanzador - Dificultad LT3=1394
Validator/Name/CasterDifficultyLT4,Lanzador - Dificultad LT4=1395
Validator/Name/CasterEnergyGE100,Lanzador - Energía GE100=1396
Validator/Name/CasterEnergyGE125,Lanzador - Energía GE125=1397
Validator/Name/CasterEnergyGE150,Lanzador - Energía GE150=1398
Validator/Name/CasterEnergyGE170,Lanzador - Energía GE170=1399
Validator/Name/CasterEnergyGE50,Lanzador - Energía GE50=1400
Validator/Name/CasterEnergyLT100,Lanzador - Energía LT100=1401
Validator/Name/CasterEnergyLT125,Lanzador - Energía LT125=1402
Validator/Name/CasterEnergyLT150,Lanzador - Energía LT150=1403
Validator/Name/CasterEnergyLT170,Lanzador - Energía LT170=1404
Validator/Name/CasterEnergyLT50,Lanzador - Energía LT50=1405
Validator/Name/CasterForceUnburrow,Lanzador - Forzar desenterrarse=1406
Validator/Name/CasterForcedToMove,Lanzador forzado a moverse=1407
Validator/Name/CasterHasNoOrders,Lanzador - No tiene órdenes=1408
Validator/Name/CasterHasOrders,Lanzador tiene órdenes=1409
Validator/Name/CasterInCombat,Lanzador en combate=1410
Validator/Name/CasterIsAttacking,Lanzador está atacando=1411
Validator/Name/CasterIsNotHidden,Lanzador no está oculto=1412
Validator/Name/CasterIsStationary,Lanzador está fijo=1413
Validator/Name/CasterIsVisible,El lanzador está visible=1414
Validator/Name/CasterLifeFull,Lanzador - Nivel de vida completo=1415
Validator/Name/CasterLifeGE45,Lanzador - Vida GE45=1416
Validator/Name/CasterLifeGE50,Lanzador - Vida GE50=1417
Validator/Name/CasterLifeGE60,Lanzador - Vida GE60=1418
Validator/Name/CasterLifeGT0Percent,Lanzador - Vida - GT - 0 por ciento=1419
Validator/Name/CasterLifeGT100Percent,Lanzador - Vida - GT - 100 por ciento=1420
Validator/Name/CasterLifeGT10Percent,Lanzador - Vida - GT - 10 por ciento=1421
Validator/Name/CasterLifeGT15Percent,Lanzador - Vida GT15 Porcentaje=1422
Validator/Name/CasterLifeGT20Percent,Lanzador - Vida GT20 Porcentaje=1423
Validator/Name/CasterLifeGT30Percent,Lanzador - Vida GT30 Porcentaje=1424
Validator/Name/CasterLifeGT50Percent,Lanzador - Vida GT50 Porcentaje=1425
Validator/Name/CasterLifeGT60Percent,Lanzador - Vida GT60 Porcentaje=1426
Validator/Name/CasterLifeGT75Percent,Lanzador - Vida GT75 Porcentaje=1427
Validator/Name/CasterLifeGT90Percent,Lanzador - Vida GT90 Porcentaje=1428
Validator/Name/CasterLifeLT0Percent,Lanzador - Vida - LT - 0 por ciento=1429
Validator/Name/CasterLifeLT100Percent,Lanzador - Vida - LT - 100 por ciento=1430
Validator/Name/CasterLifeLT10Percent,Lanzador - Vida - LT - 10 por ciento=1431
Validator/Name/CasterLifeLT15Percent,Lanzador - Vida LT15 Porcentaje=1432
Validator/Name/CasterLifeLT20Percent,Lanzador - Vida LT20 Porcentaje=1433
Validator/Name/CasterLifeLT30Percent,Lanzador - Vida LT30 Porcentaje=1434
Validator/Name/CasterLifeLT40Percent,Lanzador - Vida LT40 Porcentaje=1435
Validator/Name/CasterLifeLT45,Lanzador - Vida LT45=1436
Validator/Name/CasterLifeLT50,Lanzador - Vida LT50=1437
Validator/Name/CasterLifeLT50Percent,Lanzador - Vida LT50 Porcentaje=1438
Validator/Name/CasterLifeLT60Percent,Lanzador - Vida LT60 Porcentaje=1439
Validator/Name/CasterLifeLT75Percent,Lanzador - Vida LT75 Porcentaje=1440
Validator/Name/CasterLifeLT90Percent,Lanzador - Vida LT90 Porcentaje=1441
Validator/Name/CasterLifeNotFull,Lanzador - Nivel de vida incompleto=1442
Validator/Name/CasterLifePercent,Lanzador - Porcentaje de vida=1443
Validator/Name/CasterNotCampaign,Lanzador - Sin campaña=1444
Validator/Name/CasterNotForceUnburrow,Lanzador - No forzar desenterrarse=1445
Validator/Name/CasterNotForcedToMove,Lanzador - No forzado a moverse=1446
Validator/Name/CasterNotInCombat,Lanzador no en combate=1447
Validator/Name/CasterNotSuggestBurrow,Lanzador - No sugerir desenterrarse=1448
Validator/Name/CasterNotSuggestUnburrow,Lanzador - No sugerir desenterrarse=1449
Validator/Name/CasterNotWantsToMove,Lanzador - No desea moverse=1450
Validator/Name/CasterShieldsGE10,Lanzador - Escudos GE10=1451
Validator/Name/CasterShieldsLT10,Lanzador - Escudos LT10=1452
Validator/Name/CasterSuggestBurrow,Lanzador - Sugerir enterrarse=1453
Validator/Name/CasterSuggestUnburrow,Lanzador - Sugerir desenterrarse=1454
Validator/Name/CasterVitalityGT70Percent,Lanzador - Vitalidad GT70 - Porcentaje=1455
Validator/Name/CasterVitalityLE70Percent,Lanzador - Vitalidad LE70 Porcentaje=1456
Validator/Name/CasterVitalityLT60Percent,Lanzador - Vitalidad LT60 - Porcentaje=1457
Validator/Name/CasterWantsToMove,Lanzador desea moverse=1458
Validator/Name/CasterWantsToMoveOrHasOrders,Lanzador desea moverse o tiene órdenes=1459
Validator/Name/CasterWouldLikeToUnburrowMove,Lanzador con intención de enterrarse y moverse=1460
Validator/Name/CliffLevelGE1,Nivel de risco GE1=1461
Validator/Name/Error,Error=1462
Validator/Name/Failure,Fallido=1463
Validator/Name/HasAntiGrav,Tiene Antigravedad=1464
Validator/Name/HasAntiGravProtoss,Tiene Antigravedad protoss=1465
Validator/Name/HasAntiGravTerran,Tiene Antigravedad terran=1466
Validator/Name/HasAntiGravZerg,Tiene Antigravedad zerg=1467
Validator/Name/HasEitherAntiGrav,Tiene cualquier Antigravedad=1468
Validator/Name/HasHybridAntiGrav,Tiene Antigravedad híbrida=1469
Validator/Name/HasVisionOfTarget,Tiene visión del objetivo=1470
Validator/Name/InventoryIsFull,El inventario está lleno=1471
Validator/Name/IsCasterLowHealthInCombat,Tiene el lanzador poca vida en combate=1472
Validator/Name/IsColossus,Es Coloso=1473
Validator/Name/IsConstructing,Está construyendo=1474
Validator/Name/IsConstructionUnderFire,Está construyendo bajo ataque=1475
Validator/Name/IsFlying,Está volando=1476
Validator/Name/IsInAir,Está en el aire=1477
Validator/Name/IsNotFlying,No está volando=1478
Validator/Name/IsPathing,Está senderizando=1479
Validator/Name/IsProtoss,Es protoss=1480
Validator/Name/IsSummonedUnit,Es unidad invocada=1481
Validator/Name/IsTerran,Es terran=1482
Validator/Name/IsTransportFull,Está lleno el transporte=1483
Validator/Name/IsUnderFire,Lo están atacando=1484
Validator/Name/IsZerg,Es zerg=1485
Validator/Name/MissileIsActive,El misil está activo=1486
Validator/Name/NotInAir,No está en el aire=1487
Validator/Name/NotNearCreep,No está cerca del talo=1488
Validator/Name/NotOnCreep,No en talo=1489
Validator/Name/NotSummonedUnit,Unidad no invocada=1490
Validator/Name/NotZerg,No zerg=1491
Validator/Name/OnCreep,En talo /// On Creep=1492
Validator/Name/Pathable,Senderizable=1493
Validator/Name/SourceFacingTargetWithin30,=1494
Validator/Name/SplatHidden,Figura plana oculta=1495
Validator/Name/StandardRallyPointNotSet,Punto de reunión estándar no establecido=1496
Validator/Name/TargetAttackingCaster,Objetivo atacando a lanzador=1497
Validator/Name/TargetAttacksAir,Objetivo ataca aire=1498
Validator/Name/TargetAttacksGround,Objetivo ataca tierra=1499
Validator/Name/TargetCanAttack,Objetivo puede atacar=1500
Validator/Name/TargetEnergyGE70,Objetivo - Energía GE70=1501
Validator/Name/TargetHasNoOrders,Objetivo no tiene órdenes=1502
Validator/Name/TargetInCombat,Objetivo en combate=1503
Validator/Name/TargetIsAlly,Objetivo es aliado=1504
Validator/Name/TargetIsCloaked,Objetivo está camuflado=1505
Validator/Name/TargetIsEnemy,Objetivo es enemigo=1506
Validator/Name/TargetIsPathable,El objetivo es senderizable=1507
Validator/Name/TargetIsVisible,El objetivo es visible /// Target Is Visible=1508
Validator/Name/TargetLastDamagedByEnemy,Último objetivo dañado por el enemigo=1509
Validator/Name/TargetLifeFull,Objetivo - Vida completa=1510
Validator/Name/TargetLifeGE20,Objetivo - Vida GE20=1511
Validator/Name/TargetLifeGE200,Objetivo - Vida GE200=1512
Validator/Name/TargetLifeGE60,Objetivo - Vida GE60=1513
Validator/Name/TargetLifeGE80,Objetivo - Vida GE80=1514
Validator/Name/TargetLifeNotFull,TargetLifeNotFull=1515
Validator/Name/TargetNotAcrossChasm,El objetivo no está del otro lado del abismo=1516
Validator/Name/TargetNotAcrossCliff,El objetivo no está del otro lado del risco=1517
Validator/Name/TargetOnCreep,Seleccionar Talo como objetivo /// Target On Creep=1518
Validator/Name/TargetShieldsGE50,Objetivo - Escudos GE50=1519
Validator/Name/TargetShieldsGE70,Objetivo - Escudos GE70=1520
Validator/Name/Threatens,Amenaza=1521
Validator/Name/UseCliffSelection,Usar selección de risco=1522
Validator/Name/Walkable,Caminable=1523
Validator/Name/WorkerRallyPointNotSet,Punto de reunión de trabajador no establecido=1524
Water/Name/BraxisAlpha,Braxis Alfa /// Braxis Alpha=1525
Water/Name/CWater,CAgua=1526
Water/Name/Char,Carbonis /// Char=1527
Water/Name/Default,Predeterminado=1528
Water/Name/Helios,Helios=1529
Water/Name/Korhal,Korhal /// Korhal=1530
Water/Name/Niflheim,Niflheim=1531
Water/Name/Shakuras,Shakuras /// Shakuras=1532
Water/Name/Tarsonis,Tarsonis /// Tarsonis=1533
Water/Name/Xil,Xil /// Xil=1534
Abil/EditorPrefix/250mmStrikeCannons,Thor - /// Thor -=1535
Abil/EditorPrefix/ArchonWarp,Alto Templario - /// High Templar -=1536
Abil/EditorPrefix/ArmSiloWithNuke,Academia de Fantasmas - /// Ghost Academy -=1537
Abil/EditorPrefix/ArmoryResearch,Armería - /// Armory -=1538
Abil/EditorPrefix/AssaultMode,Vikingo - /// Viking -=1539
Abil/EditorPrefix/BansheeCloak,Banshee - /// Banshee -=1540
Abil/EditorPrefix/BarracksAddOns,Cuartel - /// Barracks -=1541
Abil/EditorPrefix/BarracksLand,Cuartel - /// Barracks -=1542
Abil/EditorPrefix/BarracksLiftOff,Cuartel - /// Barracks -=1543
Abil/EditorPrefix/BarracksTrain,Cuartel - /// Barracks -=1544
Abil/EditorPrefix/Blink,Persecutor - /// Stalker -=1545
Abil/EditorPrefix/BroodLordHangar,Amo de la Colonia - /// Brood Lord -=1546
Abil/EditorPrefix/BroodLordQueue2,Amo de la Colonia - /// Brood Lord -=1547
Abil/EditorPrefix/BuildAutoTurret,Cuervo - /// Raven -=1548
Abil/EditorPrefix/BuildNydusCanal,Red Nydus - /// Nydus Network -=1549
Abil/EditorPrefix/BunkerTransport,Búnker - /// Bunker -=1550
Abil/EditorPrefix/BurrowBanelingDown,Uetzi - /// Baneling -=1551
Abil/EditorPrefix/BurrowBanelingUp,Uetzi - /// Baneling -=1552
Abil/EditorPrefix/BurrowCreepTumorDown,Colonia de talo - /// Creep Colony -=1553
Abil/EditorPrefix/BurrowDroneDown,Obrero - /// Drone -=1554
Abil/EditorPrefix/BurrowDroneUp,Obrero - /// Drone -=1555
Abil/EditorPrefix/BurrowHydraliskDown,Hidralisco - /// Hydralisk -=1556
Abil/EditorPrefix/BurrowHydraliskUp,Hidralisco - /// Hydralisk -=1557
Abil/EditorPrefix/BurrowInfestorDown,Infestador - /// Infestor -=1558
Abil/EditorPrefix/BurrowInfestorUp,Infestador - /// Infestor -=1559
Abil/EditorPrefix/BurrowQueenDown,Reina - /// Queen -=1560
Abil/EditorPrefix/BurrowQueenUp,Reina - /// Queen -=1561
Abil/EditorPrefix/BurrowRoachDown,Cucaracha - /// Roach -=1562
Abil/EditorPrefix/BurrowRoachUp,Cucaracha - /// Roach -=1563
Abil/EditorPrefix/BurrowUltraliskDown,Ultralisco - /// Ultralisk -=1564
Abil/EditorPrefix/BurrowUltraliskUp,Ultralisco - /// Ultralisk -=1565
Abil/EditorPrefix/BurrowZerglingDown,Zerguezno - /// Zergling -=1566
Abil/EditorPrefix/BurrowZerglingUp,Zerguezno - /// Zergling -=1567
Abil/EditorPrefix/CalldownMULE,Control orbital - /// Orbital Command -=1568
Abil/EditorPrefix/CarrierHangar,Portanaves - /// Carrier -=1569
Abil/EditorPrefix/Charge,Zelot - /// Zealot -=1570
Abil/EditorPrefix/CommandCenterLand,Centro de mando - /// Command Center -=1571
Abil/EditorPrefix/CommandCenterLiftOff,Centro de mando - /// Command Center -=1572
Abil/EditorPrefix/CommandCenterTrain,Centro de mando - /// Command Center -=1573
Abil/EditorPrefix/CommandCenterTransport,Centro de mando - /// Command Center -=1574
Abil/EditorPrefix/Contaminate,Vigía Supremo - /// Overseer -=1575
Abil/EditorPrefix/Corruption,Corruptor - /// Corruptor -=1576
Abil/EditorPrefix/CreepTumorBuild,Tumor de talo - /// Creep Tumor -=1577
Abil/EditorPrefix/CyberneticsCoreResearch,Núcleo de cibernética - /// Cybernetics Core -=1578
Abil/EditorPrefix/D8Charge,Yum-Kimil - /// Reaper -=1579
Abil/EditorPrefix/DisguiseAsMarineWithShield,Cambiaformas - /// Changeling -=1580
Abil/EditorPrefix/DisguiseAsMarineWithoutShield,Cambiaformas - /// Changeling -=1581
Abil/EditorPrefix/DisguiseAsZealot,Cambiaformas - /// Changeling -=1582
Abil/EditorPrefix/DisguiseAsZerglingWithWings,Cambiaformas - /// Changeling -=1583
Abil/EditorPrefix/DisguiseAsZerglingWithoutWings,Cambiaformas - /// Changeling -=1584
Abil/EditorPrefix/DroneHarvest,Obrero - /// Drone -=1585
Abil/EditorPrefix/EMP,Fantasma - /// Ghost -=1586
Abil/EditorPrefix/EngineeringBayResearch,Centro de ingeniería - /// Engineering Bay -=1587
Abil/EditorPrefix/Explode,Uetzi - /// Baneling -=1588
Abil/EditorPrefix/FactoryAddOns,Fábrica - /// Factory -=1589
Abil/EditorPrefix/FactoryLand,Fábrica - /// Factory -=1590
Abil/EditorPrefix/FactoryLiftOff,Fábrica - /// Factory -=1591
Abil/EditorPrefix/FactoryTrain,Fábrica - /// Factory -=1592
Abil/EditorPrefix/Feedback,Alto Templario - /// High Templar -=1593
Abil/EditorPrefix/FighterMode,Vikingo - /// Viking -=1594
Abil/EditorPrefix/FleetBeaconResearch,Faro de la flota - /// Fleet Beacon -=1595
Abil/EditorPrefix/ForceField,Centinela - /// Sentry -=1596
Abil/EditorPrefix/ForgeResearch,Forja - /// Forge -=1597
Abil/EditorPrefix/FungalGrowth,Infestador - /// Infestor -=1598
Abil/EditorPrefix/FusionCoreResearch,Núcleo de fusión - /// Fusion Core -=1599
Abil/EditorPrefix/GatewayTrain,Portal - /// Gateway -=1600
Abil/EditorPrefix/GenerateCreep,Amo Supremo - /// Overlord -=1601
Abil/EditorPrefix/GhostCloak,Fantasma - /// Ghost -=1602
Abil/EditorPrefix/GhostHoldFire,Fantasma - /// Ghost -=1603
Abil/EditorPrefix/GhostWeaponsFree,Fantasma - /// Ghost -=1604
Abil/EditorPrefix/GravitonBeam,Fénix - /// Phoenix -=1605
Abil/EditorPrefix/GuardianShield,Centinela - /// Sentry -=1606
Abil/EditorPrefix/HallucinationArchon,Centinela - /// Sentry -=1607
Abil/EditorPrefix/HallucinationColossus,Centinela - /// Sentry -=1608
Abil/EditorPrefix/HallucinationHighTemplar,Centinela - /// Sentry -=1609
Abil/EditorPrefix/HallucinationImmortal,Centinela - /// Sentry -=1610
Abil/EditorPrefix/HallucinationPhoenix,Centinela - /// Sentry -=1611
Abil/EditorPrefix/HallucinationProbe,Centinela - /// Sentry -=1612
Abil/EditorPrefix/HallucinationStalker,Centinela - /// Sentry -=1613
Abil/EditorPrefix/HallucinationVoidRay,Centinela - /// Sentry -=1614
Abil/EditorPrefix/HallucinationWarpPrism,Centinela - /// Sentry -=1615
Abil/EditorPrefix/HallucinationZealot,Centinela - /// Sentry -=1616
Abil/EditorPrefix/HydraliskDenResearch,Cubil de Hidraliscos - /// Hydralisk Den -=1617
Abil/EditorPrefix/InfestedTerrans,Infestador - /// Infestor -=1618
Abil/EditorPrefix/LairResearch,Guarida y Colmena - /// Lair and Hive -=1619
Abil/EditorPrefix/LarvaTrain,Larva - /// Larva -=1620
Abil/EditorPrefix/Leech,Infestador - /// Infestor -=1621
Abil/EditorPrefix/MULEGather,EMUL - /// MULE -=1622
Abil/EditorPrefix/MULERepair,EMUL - /// MULE -=1623
Abil/EditorPrefix/MassRecall,Nave Nodriza - /// Mothership -=1624
Abil/EditorPrefix/MedivacHeal,Evamed - /// Medivac -=1625
Abil/EditorPrefix/MedivacTransport,Evamed - /// Medivac -=1626
Abil/EditorPrefix/MercCompoundResearch,Complejo de mercenarios - /// Merc Compound -=1627
Abil/EditorPrefix/Mergeable,Alto Templario - /// High Templar -=1628
Abil/EditorPrefix/MorphBackToGateway,Portal de transposición - /// Warp Gate -=1629
Abil/EditorPrefix/MorphToBroodLord,Corruptor - /// Corruptor -=1630
Abil/EditorPrefix/MorphToInfestedTerran,Huevo de Infestador - /// Infestor Egg -=1631
Abil/EditorPrefix/MorphZerglingToBaneling,Zerguezno - /// Zergling -=1632
Abil/EditorPrefix/NeuralParasite,Infestador - /// Infestor -=1633
Abil/EditorPrefix/NexusTrain,Nexo - /// Nexus -=1634
Abil/EditorPrefix/NexusTrainMothership,Nexo - /// Nexus -=1635
Abil/EditorPrefix/OrbitalCommandLand,Estación de vigilancia - /// Surveillance Station -=1636
Abil/EditorPrefix/OverlordTransport,Amo Supremo - /// Overlord -=1637
Abil/EditorPrefix/PhasingMode,Prisma de Transposición - /// Warp Prism -=1638
Abil/EditorPrefix/PlacePointDefenseDrone,Cuervo - /// Raven -=1639
Abil/EditorPrefix/ProbeHarvest,Sonda - /// Probe -=1640
Abil/EditorPrefix/ProtossBuild,Sonda - /// Probe -=1641
Abil/EditorPrefix/PsiStorm,Alto Templario - /// High Templar -=1642
Abil/EditorPrefix/QueenBuild,Reina - /// Queen -=1643
Abil/EditorPrefix/RavenBuild,Cuervo - /// Raven -=1644
Abil/EditorPrefix/Repair,VCE - /// SCV -=1645
Abil/EditorPrefix/RoachWarrenResearch,Madriguera de Cucarachas - /// Roach Warren -=1646
Abil/EditorPrefix/RoboticsFacilityTrain,Complejo de robótica - /// Robotics Facility -=1647
Abil/EditorPrefix/SCVHarvest,VCE - /// SCV -=1648
Abil/EditorPrefix/SalvageBunker,Reciclar - /// Salvage -=1649
Abil/EditorPrefix/SalvageBunkerRefund,Reciclar - /// Salvage -=1650
Abil/EditorPrefix/SapStructure,Uetzi - /// Baneling -=1651
Abil/EditorPrefix/ScannerSweep,Control orbital - /// Orbital Command -=1652
Abil/EditorPrefix/SeekerMissile,Cuervo - /// Raven -=1653
Abil/EditorPrefix/SiegeMode,Tanque de Asedio - /// Siege Tank -=1654
Abil/EditorPrefix/Siphon,Infestador - /// Infestor -=1655
Abil/EditorPrefix/Snipe,Fantasma - /// Ghost -=1656
Abil/EditorPrefix/SpawnChangeling,Vigía Supremo - /// Overseer -=1657
Abil/EditorPrefix/SpawnLarva,Reina - /// Queen -=1658
Abil/EditorPrefix/SpawningPoolResearch,Estanque de engendración - /// Spawning Pool -=1659
Abil/EditorPrefix/SpineCrawlerRoot,Rastrero punzante - /// Spine Crawler -=1660
Abil/EditorPrefix/SpineCrawlerUproot,Rastrero punzante - /// Spine Crawler -=1661
Abil/EditorPrefix/SpireResearch,Espira y Espira mayor - /// Spire and Greater Spire -=1662
Abil/EditorPrefix/SporeCrawlerRoot,Rastrero lanzaesporas - /// Spore Crawler -=1663
Abil/EditorPrefix/SporeCrawlerUproot,Rastrero lanzaesporas - /// Spore Crawler -=1664
Abil/EditorPrefix/StargateTrain,Portal estelar - /// Stargate -=1665
Abil/EditorPrefix/StarportAddOns,Puerto estelar - /// Starport -=1666
Abil/EditorPrefix/StarportLand,Puerto estelar - /// Starport -=1667
Abil/EditorPrefix/StarportLiftOff,Puerto estelar - /// Starport -=1668
Abil/EditorPrefix/StarportTrain,Puerto estelar - /// Starport -=1669
Abil/EditorPrefix/Stimpack,Marine - /// Marine -=1670
Abil/EditorPrefix/StimpackMarauder,Merodeador - /// Marauder -=1671
Abil/EditorPrefix/SupplyDepotLower,Depósito de suministros - /// Supply Depot -=1672
Abil/EditorPrefix/SupplyDepotRaise,Depósito de suministros - /// Supply Depot -=1673
Abil/EditorPrefix/SupplyDrop,Control orbital - /// Orbital Command -=1674
Abil/EditorPrefix/TacNukeStrike,Fantasma - /// Ghost -=1675
Abil/EditorPrefix/TemplarArchivesResearch,Archivos templarios - /// Templar Archives -=1676
Abil/EditorPrefix/TerranBuild,VCE - /// SCV -=1677
Abil/EditorPrefix/TimeWarp,Nexo - /// Nexus -=1678
Abil/EditorPrefix/TrainQueen,Larvario - /// Hatchery -=1679
Abil/EditorPrefix/Transfusion,Reina - /// Queen -=1680
Abil/EditorPrefix/TransportMode,Prisma de Transposición - /// Warp Prism -=1681
Abil/EditorPrefix/TwilightCouncilResearch,Concilio crepuscular - /// Twilight Council -=1682
Abil/EditorPrefix/UltraliskCavernResearch,Caverna de Ultraliscos - /// Ultralisk Cavern -=1683
Abil/EditorPrefix/Unsiege,Tanque de Asedio - /// Siege Tank -=1684
Abil/EditorPrefix/UpgradeToGreaterSpire,Espira - /// Spire -=1685
Abil/EditorPrefix/UpgradeToHive,Guarida - /// Lair -=1686
Abil/EditorPrefix/UpgradeToLair,Larvario - /// Hatchery -=1687
Abil/EditorPrefix/UpgradeToOrbital,Centro de mando - /// Command Center -=1688
Abil/EditorPrefix/UpgradeToPlanetaryFortress,Centro de mando - /// Command Center -=1689
Abil/EditorPrefix/UpgradeToPlanetaryFortressFast,Centro de mando - /// Command Center -=1690
Abil/EditorPrefix/UpgradeToWarpGate,Portal - /// Gateway -=1691
Abil/EditorPrefix/Vortex,Nave Nodriza - /// Mothership -=1692
Abil/EditorPrefix/WarpGateTrain,Portal de transposición - /// Warp Gate -=1693
Abil/EditorPrefix/WarpPrismTransport,Prisma de Transposición - /// Warp Prism -=1694
Abil/EditorPrefix/WormholeTransit,Nave Nodriza - /// Mothership -=1695
Abil/EditorPrefix/Yamato,Crucero de Batalla - /// Battlecruiser -=1696
Abil/EditorPrefix/ZergBuild,Obrero - /// Drone -=1697
Abil/EditorPrefix/evolutionchamberresearch,Cámara de evolución - /// Evolution Chamber -=1698
Abil/EditorSuffix/SalvageBunkerRefund,(Reembolsar) /// (Refund)=1699
Abil/EditorSuffix/burrowedStop,(Cucaracha enterrada) /// (Burrowed Roach)=1700
Abil/EditorSuffix/que5Addon,(5) (Anexo) /// (5) (AddOn)=1701
Achievement/EditorPrefix/Challenge_AdvancedCommand_Basic,Desafío - /// Challenge -=1702
Achievement/EditorPrefix/Challenge_AdvancedCommand_Dominance,Desafío - /// Challenge -=1703
Achievement/EditorPrefix/Challenge_AdvancedCommand_Mastery,Desafío - /// Challenge -=1704
Achievement/EditorPrefix/Challenge_Economy_Basic,Desafío - /// Challenge -=1705
Achievement/EditorPrefix/Challenge_Economy_Dominance,Desafío - /// Challenge -=1706
Achievement/EditorPrefix/Challenge_Economy_Mastery,Desafío - /// Challenge -=1707
Achievement/EditorPrefix/Challenge_MasterAchievement_Basic,Guía uno - /// Guide One -=1708
Achievement/EditorPrefix/Challenge_MasterAchievement_Dominance,Guía tres - /// Guide Three -=1709
Achievement/EditorPrefix/Challenge_MasterAchievement_Mastery,Guía dos - /// Guide Two -=1710
Achievement/EditorPrefix/Challenge_Meta_GoldCollection,Desafío (Meta) - /// Challenge (Meta) -=1711
Achievement/EditorPrefix/Challenge_ProtossCombat_Basic,Desafío - /// Challenge -=1712
Achievement/EditorPrefix/Challenge_ProtossCombat_Dominance,Desafío - /// Challenge -=1713
Achievement/EditorPrefix/Challenge_ProtossCombat_Mastery,Desafío - /// Challenge -=1714
Achievement/EditorPrefix/Challenge_ProtossPsionics_Basic,Desafío - /// Challenge -=1715
Achievement/EditorPrefix/Challenge_ProtossPsionics_Dominance,Desafío - /// Challenge -=1716
Achievement/EditorPrefix/Challenge_ProtossPsionics_Mastery,Desafío - /// Challenge -=1717
Achievement/EditorPrefix/Challenge_RushDefense_Basic,Desafío - /// Challenge -=1718
Achievement/EditorPrefix/Challenge_RushDefense_Dominance,Desafío - /// Challenge -=1719
Achievement/EditorPrefix/Challenge_RushDefense_Mastery,Desafío - /// Challenge -=1720
Achievement/EditorPrefix/Challenge_TerranCombat_Basic,Desafío - /// Challenge -=1721
Achievement/EditorPrefix/Challenge_TerranCombat_Dominance,Desafío - /// Challenge -=1722
Achievement/EditorPrefix/Challenge_TerranCombat_Mastery,Desafío - /// Challenge -=1723
Achievement/EditorPrefix/Challenge_TerranCovertOps_Basic,Desafío - /// Challenge -=1724
Achievement/EditorPrefix/Challenge_TerranCovertOps_Dominance,Desafío - /// Challenge -=1725
Achievement/EditorPrefix/Challenge_TerranCovertOps_Mastery,Desafío - /// Challenge -=1726
Achievement/EditorPrefix/Challenge_ZergCombat_Basic,Desafío - /// Challenge -=1727
Achievement/EditorPrefix/Challenge_ZergCombat_Dominance,Desafío - /// Challenge -=1728
Achievement/EditorPrefix/Challenge_ZergCombat_Mastery,Desafío - /// Challenge -=1729
Achievement/EditorPrefix/Challenge_ZergInfestation_Basic,Desafío - /// Challenge -=1730
Achievement/EditorPrefix/Challenge_ZergInfestation_Dominance,Desafío - /// Challenge -=1731
Achievement/EditorPrefix/Challenge_ZergInfestation_Mastery,Desafío - /// Challenge -=1732
Achievement/EditorPrefix/Combat_BasicTraining_Marines,Economía - /// Economy -=1733
Achievement/EditorPrefix/Combat_BasicTraining_Zealots,Economía - /// Economy -=1734
Achievement/EditorPrefix/Combat_BasicTraining_Zerglings,Economía - /// Economy -=1735
Achievement/EditorPrefix/Combat_DodgeSeeker,Combate melé - /// Melee Combat -=1736
Achievement/EditorPrefix/Combat_Economy_CancelConstructionUnderFire,Combate melé - /// Melee Combat -=1737
Achievement/EditorPrefix/Combat_Exploration_FreeForAllCrusher,Guía tres - /// Guide Three -=1738
Achievement/EditorPrefix/Combat_FastExpand,Economía - /// Economy -=1739
Achievement/EditorPrefix/Combat_FastTier2_Factory,Economía - /// Economy -=1740
Achievement/EditorPrefix/Combat_FastTier2_Lair,Economía - /// Economy -=1741
Achievement/EditorPrefix/Combat_FastTier2_TwilightCouncil,Economía - /// Economy -=1742
Achievement/EditorPrefix/Combat_Infrastructure_Protoss,Combate de liga - /// League Combat -=1743
Achievement/EditorPrefix/Combat_Infrastructure_Terran,Combate de liga - /// League Combat -=1744
Achievement/EditorPrefix/Combat_Infrastructure_Zerg,Combate de liga - /// League Combat -=1745
Achievement/EditorPrefix/Combat_MapControl_DestroyConstructingTownHall,Combate de liga - /// League Combat -=1746
Achievement/EditorPrefix/Combat_Meatgrinder,Combate melé - /// Melee Combat -=1747
Achievement/EditorPrefix/Combat_Mechanic_Detection,Combate melé - /// Melee Combat -=1748
Achievement/EditorPrefix/Combat_Mechanic_HighYield,Economía - /// Economy -=1749
Achievement/EditorPrefix/Combat_Mechanic_KillTransport,Combate de liga - /// League Combat -=1750
Achievement/EditorPrefix/Combat_Mechanic_Repair,Combate melé - /// Melee Combat -=1751
Achievement/EditorPrefix/Combat_Mechanic_RoachRegen,Combate de liga - /// League Combat -=1752
Achievement/EditorPrefix/Combat_Mechanic_Shields,Combate de liga - /// League Combat -=1753
Achievement/EditorPrefix/Combat_Mechanic_WarpIn,Combate de liga - /// League Combat -=1754
Achievement/EditorPrefix/Combat_Mechanic_WatchTower,Combate de liga - /// League Combat -=1755
Achievement/EditorPrefix/Combat_Meta_Economy,Economía (Meta) - /// Economy (Meta) -=1756
Achievement/EditorPrefix/Combat_Meta_LeagueCombat,Combate de liga (Meta) - /// League Combat (Meta) -=1757
Achievement/EditorPrefix/Combat_Meta_MeleeCombat,Combate melé (Meta) - /// Melee Combat (Meta) -=1758
